txn_id,from_account,to_account,amount,timestamp,channel,tag
TXN000774,ACC-G0159,ACC-G0133,10414.46,2026-05-08T18:33:41,Cheque,
TXN000826,ACC-G0171,ACC-G0136,2326.25,2026-05-08T18:46:31,ACH,
TXN000492,ACC-G0108,ACC-F005,113.88,2026-05-08T20:05:18,Credit Card,
TXN000143,ACC-G0027,ACC-G0194,1251.55,2026-05-08T20:19:49,ACH,
TXN000105,ACC-G0151,ACC-G0017,318.9,2026-05-08T21:01:47,ACH,
TXN000437,ACC-G0184,ACC-G0103,3436.31,2026-05-09T00:29:45,Cash,
TXN000603,ACC-G0084,ACC-G0131,520.27,2026-05-09T06:41:00,ACH,
TXN000283,ACC-G0067,ACC-G0185,144.62,2026-05-09T08:08:47,Wire,
TXN000086,ACC-G0011,ACC-G0001,1760.76,2026-05-09T09:09:35,Cash,
TXN000507,ACC-G0065,ACC-G0111,598.07,2026-05-09T09:12:29,Cash,
TXN000116,ACC-G0146,ACC-G0021,2133.82,2026-05-09T09:35:17,ACH,
TXN000514,ACC-G0113,ACC-G0169,276.85,2026-05-09T09:47:43,Cash,
TXN001120,ACC-X005,ACC-X006,83260.8,2026-05-09T10:00:00,ACH,stealth-hop
TXN000369,ACC-G0086,ACC-G0076,1023.6,2026-05-09T10:45:57,Credit Card,
TXN000350,ACC-G0046,ACC-G0086,618.88,2026-05-09T11:31:36,Credit Card,
TXN000518,ACC-G0115,ACC-G0122,15480.52,2026-05-09T11:48:36,ACH,
TXN000837,ACC-G0174,ACC-G0091,276.69,2026-05-09T13:24:39,Credit Card,
TXN000347,ACC-G0086,ACC-G0107,535.64,2026-05-09T13:58:55,ACH,
TXN001121,ACC-X003,ACC-X004,66661.67,2026-05-09T14:00:00,ACH,stealth-hop
TXN000636,ACC-F002,ACC-G0135,13046.48,2026-05-09T14:35:52,Wire,
TXN000475,ACC-G0051,ACC-G0107,3453.81,2026-05-09T14:36:11,Cheque,
TXN001118,ACC-X006,ACC-X007,96500.16,2026-05-09T15:00:00,ACH,stealth-hop
TXN000363,ACC-G0148,ACC-G0086,428.33,2026-05-09T15:32:01,Wire,
TXN001119,ACC-X004,ACC-X005,61667.99,2026-05-09T16:00:00,ACH,stealth-hop
TXN001122,ACC-X008,ACC-X001,88837.0,2026-05-09T17:00:00,ACH,stealth-hop
TXN000201,ACC-G0037,ACC-G0010,150.77,2026-05-09T17:05:23,Bitcoin,
TXN000595,ACC-G0130,ACC-G0067,746.75,2026-05-09T17:20:43,Cash,
TXN000194,ACC-G0137,ACC-G0035,2655.58,2026-05-09T17:31:46,Credit Card,
TXN000353,ACC-G0086,ACC-G0206,1810.77,2026-05-09T18:54:44,Credit Card,
TXN001083,ACC-T001,ACC-T002,5970.0,2026-05-09T19:33:00,ACH,ato-history
TXN000306,ACC-G0161,ACC-G0076,1425.95,2026-05-09T20:04:01,Reinvestment,
TXN000582,ACC-G0130,ACC-G0096,2613.51,2026-05-09T20:32:35,Credit Card,
TXN001003,ACC-G0168,ACC-G0208,2233.01,2026-05-09T20:34:28,Cheque,
TXN000535,ACC-G0120,ACC-G0081,257.21,2026-05-09T20:44:47,ACH,
TXN000815,ACC-G0025,ACC-G0168,13064.81,2026-05-09T21:22:22,ACH,
TXN000220,ACC-G0043,ACC-G0072,10061.48,2026-05-10T00:25:21,Wire,
TXN000544,ACC-G0074,ACC-G0121,176.33,2026-05-10T01:27:51,ACH,
TXN000146,ACC-G0144,ACC-G0027,638.27,2026-05-10T06:45:05,Cheque,
TXN000234,ACC-G0050,ACC-G0108,421.58,2026-05-10T06:45:07,ACH,
TXN000987,ACC-G0204,ACC-G0057,1096.08,2026-05-10T07:44:07,Wire,
TXN001014,ACC-V001,ACC-P002,4450.0,2026-05-10T08:21:00,ACH,victim-history
TXN000386,ACC-G0079,ACC-G0087,650.92,2026-05-10T08:52:02,ACH,
TXN001125,ACC-X001,ACC-X002,95821.6,2026-05-10T09:00:00,ACH,stealth-hop
TXN000657,ACC-G0080,ACC-G0140,1584.37,2026-05-10T09:19:11,ACH,
TXN001124,ACC-X005,ACC-X006,80316.94,2026-05-10T10:00:00,ACH,stealth-hop
TXN000099,ACC-G0016,ACC-G0075,2502.82,2026-05-10T10:05:20,Credit Card,
TXN000218,ACC-G0042,ACC-G0106,324.17,2026-05-10T10:09:04,ACH,
TXN000323,ACC-G0191,ACC-G0080,795.84,2026-05-10T10:10:46,Cash,
TXN000550,ACC-G0111,ACC-G0122,25608.49,2026-05-10T10:45:28,Credit Card,
TXN000844,ACC-G0140,ACC-G0176,858.82,2026-05-10T11:27:12,Cheque,
TXN000259,ACC-G0097,ACC-G0060,439.24,2026-05-10T11:36:08,Credit Card,
TXN000112,ACC-G0019,ACC-G0199,3825.45,2026-05-10T11:45:46,Cheque,
TXN001123,ACC-X007,ACC-X008,104967.52,2026-05-10T12:00:00,ACH,stealth-hop
TXN000909,ACC-G0126,ACC-G0189,274.05,2026-05-10T12:05:58,Wire,
TXN000423,ACC-G0102,ACC-G0029,521.03,2026-05-10T12:08:08,Cheque,
TXN000531,ACC-G0119,ACC-G0110,420.86,2026-05-10T12:09:55,ACH,
TXN000763,ACC-G0008,ACC-G0158,1741.37,2026-05-10T12:17:44,Cash,
TXN000770,ACC-G0199,ACC-G0158,653.45,2026-05-10T12:23:51,Credit Card,
TXN000848,ACC-G0176,ACC-G0102,2228.74,2026-05-10T12:34:20,ACH,
TXN000821,ACC-G0170,ACC-G0124,1247.16,2026-05-10T12:47:19,Credit Card,
TXN000214,ACC-G0041,ACC-G0158,3704.47,2026-05-10T12:48:17,ACH,
TXN000796,ACC-G0161,ACC-G0146,3313.02,2026-05-10T13:47:29,ACH,
TXN000793,ACC-G0160,ACC-G0209,2272.69,2026-05-10T13:55:33,Reinvestment,
TXN000820,ACC-G0124,ACC-G0170,408.1,2026-05-10T14:02:05,Cheque,
TXN000160,ACC-G0040,ACC-G0028,1773.15,2026-05-10T14:36:00,ACH,
TXN000813,ACC-G0168,ACC-G0025,1367.4,2026-05-10T15:48:06,Wire,
TXN000425,ACC-G0123,ACC-G0102,1975.56,2026-05-10T15:58:43,ACH,
TXN000928,ACC-G0183,ACC-G0196,865.64,2026-05-10T16:24:26,Wire,
TXN000168,ACC-G0139,ACC-G0031,2548.51,2026-05-10T16:25:16,Wire,
TXN000633,ACC-G0134,ACC-G0128,556.8,2026-05-10T16:28:18,Credit Card,
TXN000835,ACC-G0174,ACC-G0091,1637.12,2026-05-10T16:31:48,ACH,
TXN000048,ACC-G0003,ACC-G0027,979.39,2026-05-10T16:49:36,Credit Card,
TXN000698,ACC-G0157,ACC-G0152,268.35,2026-05-10T17:39:01,ACH,
TXN000685,ACC-G0148,ACC-G0205,3119.23,2026-05-10T18:15:27,Credit Card,
TXN001010,ACC-G0195,ACC-P002,841.07,2026-05-10T18:25:06,Credit Card,
TXN000910,ACC-G0189,ACC-G0126,6889.31,2026-05-10T18:33:27,ACH,
TXN000109,ACC-G0152,ACC-G0018,489.86,2026-05-10T18:45:45,Cash,
TXN000682,ACC-G0148,ACC-G0193,121.66,2026-05-10T20:59:27,Credit Card,
TXN000678,ACC-G0147,ACC-G0035,3363.18,2026-05-10T21:04:38,ACH,
TXN000455,ACC-G0108,ACC-G0104,2317.49,2026-05-10T21:09:19,Credit Card,
TXN000069,ACC-G0009,ACC-G0150,322.31,2026-05-10T21:44:42,Cheque,
TXN000922,ACC-G0195,ACC-G0017,2098.46,2026-05-11T00:40:54,Credit Card,
TXN000890,ACC-F002,ACC-G0184,536.42,2026-05-11T06:08:31,Wire,
TXN000736,ACC-G0171,ACC-G0157,1390.86,2026-05-11T06:17:09,Wire,
TXN001004,ACC-G0208,ACC-G0168,701.35,2026-05-11T07:36:51,ACH,
TXN000241,ACC-G0204,ACC-G0053,284.56,2026-05-11T08:19:07,ACH,
TXN000052,ACC-G0004,ACC-G0189,3137.72,2026-05-11T08:31:47,Cheque,
TXN000055,ACC-G0006,ACC-G0005,908.7,2026-05-11T08:39:29,Wire,
TXN000556,ACC-G0123,ACC-G0009,800.01,2026-05-11T08:46:02,Credit Card,
TXN001128,ACC-X001,ACC-X002,63074.27,2026-05-11T09:00:00,ACH,stealth-hop
TXN000335,ACC-G0092,ACC-G0083,854.56,2026-05-11T09:12:26,Credit Card,
TXN000675,ACC-G0147,ACC-G0035,233.77,2026-05-11T09:44:37,Cheque,
TXN000151,ACC-G0027,ACC-G0054,3058.28,2026-05-11T10:03:58,Wire,
TXN000644,ACC-G0026,ACC-G0137,841.49,2026-05-11T10:36:39,Cheque,
TXN000155,ACC-G0027,ACC-G0180,736.03,2026-05-11T10:41:34,Cheque,
TXN000842,ACC-G0176,ACC-G0140,953.87,2026-05-11T11:24:20,Credit Card,
TXN000522,ACC-G0116,ACC-G0048,851.55,2026-05-11T11:31:27,ACH,
TXN000461,ACC-G0105,ACC-G0048,1981.89,2026-05-11T11:42:41,ACH,
TXN000521,ACC-G0048,ACC-G0116,628.54,2026-05-11T11:55:16,ACH,
TXN001127,ACC-X007,ACC-X008,71410.12,2026-05-11T12:00:00,ACH,stealth-hop
TXN000892,ACC-G0059,ACC-G0184,1293.79,2026-05-11T12:10:20,Credit Card,
TXN000628,ACC-G0017,ACC-G0134,403.14,2026-05-11T12:11:29,Credit Card,
TXN000233,ACC-G0016,ACC-G0049,1061.69,2026-05-11T12:13:33,Cheque,
TXN000329,ACC-G0158,ACC-G0081,495.04,2026-05-11T12:16:13,ACH,
TXN000605,ACC-G0132,ACC-G0165,1597.91,2026-05-11T13:38:34,ACH,
TXN000407,ACC-G0061,ACC-G0095,6604.98,2026-05-11T13:44:44,Credit Card,
TXN000210,ACC-G0049,ACC-G0040,787.29,2026-05-11T14:39:38,Cheque,
TXN000222,ACC-G0043,ACC-G0072,471.76,2026-05-11T14:44:12,Cheque,
TXN001126,ACC-X006,ACC-X007,56617.34,2026-05-11T15:00:00,ACH,stealth-hop
TXN000376,ACC-G0012,ACC-G0086,1711.37,2026-05-11T15:14:22,ACH,
TXN000182,ACC-G0160,ACC-G0033,213.31,2026-05-11T16:26:09,ACH,
TXN001130,ACC-X008,ACC-X001,73477.26,2026-05-11T17:00:00,ACH,stealth-hop
TXN000499,ACC-G0108,ACC-G0182,242.97,2026-05-11T17:39:44,Credit Card,
TXN000902,ACC-G0187,ACC-G0112,5856.69,2026-05-11T17:47:04,Cheque,
TXN000266,ACC-G0061,ACC-G0109,274.08,2026-05-11T18:55:27,Credit Card,
TXN000650,ACC-G0124,ACC-G0139,2447.45,2026-05-11T18:59:43,Cheque,
TXN000260,ACC-G0060,ACC-G0097,1253.53,2026-05-11T19:48:03,ACH,
TXN000869,ACC-G0180,ACC-G0171,3823.89,2026-05-11T19:49:41,Cheque,
TXN000638,ACC-G0135,ACC-F002,305.12,2026-05-11T20:03:06,Cheque,
TXN000115,ACC-G0021,ACC-G0159,1798.71,2026-05-11T20:14:22,Cash,
TXN000125,ACC-G0023,ACC-G0064,1900.01,2026-05-11T20:46:20,ACH,
TXN000510,ACC-G0112,ACC-G0127,515.88,2026-05-11T21:29:43,Cheque,
TXN001084,ACC-T001,ACC-P001,6160.0,2026-05-11T22:04:00,ACH,ato-history
TXN000654,ACC-G0140,ACC-G0132,4462.64,2026-05-11T22:40:34,Wire,
TXN000020,ACC-G0054,ACC-F006,908.22,2026-05-12T07:14:30,ACH,
TXN000089,ACC-G0014,ACC-G0057,608.94,2026-05-12T07:33:34,Cheque,
TXN000781,ACC-G0083,ACC-G0159,1142.75,2026-05-12T08:28:34,Bitcoin,
TXN000692,ACC-G0150,ACC-G0103,4377.61,2026-05-12T08:30:44,ACH,
TXN000172,ACC-G0092,ACC-G0032,286.07,2026-05-12T08:34:25,Cheque,
TXN000224,ACC-G0097,ACC-G0044,344.69,2026-05-12T08:36:12,Credit Card,
TXN000596,ACC-G0130,ACC-G0067,685.5,2026-05-12T09:22:38,Credit Card,
TXN001035,ACC-B001,ACC-W001,47000.0,2026-05-12T10:00:00,Wire,watchlist-link
TXN000964,ACC-G0035,ACC-G0200,2303.79,2026-05-12T10:23:19,ACH,
TXN001129,ACC-X002,ACC-X003,66116.9,2026-05-12T11:00:00,ACH,stealth-hop
TXN000939,ACC-G0196,ACC-G0004,2690.36,2026-05-12T11:08:07,Wire,
TXN000523,ACC-G0048,ACC-G0116,21587.68,2026-05-12T11:25:17,Cheque,
TXN000103,ACC-G0017,ACC-G0151,7489.33,2026-05-12T11:36:02,Credit Card,
TXN000104,ACC-G0151,ACC-G0017,2748.05,2026-05-12T11:48:04,Credit Card,
TXN000993,ACC-G0206,ACC-G0203,2775.34,2026-05-12T11:53:49,Wire,
TXN000769,ACC-G0158,ACC-G0023,442.08,2026-05-12T12:32:33,Wire,
TXN000579,ACC-G0129,ACC-G0166,872.13,2026-05-12T12:40:27,Wire,
TXN001092,ACC-XF002,ACC-X001,115568.0,2026-05-12T13:19:00,ACH,stealth-in
TXN000062,ACC-G0140,ACC-G0006,756.24,2026-05-12T13:19:29,Cheque,
TXN000864,ACC-G0128,ACC-G0179,8642.81,2026-05-12T13:23:52,ACH,
TXN000445,ACC-G0103,ACC-G0025,7434.5,2026-05-12T13:32:28,Cheque,
TXN000102,ACC-G0127,ACC-G0016,554.73,2026-05-12T13:47:43,ACH,
TXN000312,ACC-F005,ACC-G0079,2169.97,2026-05-12T13:50:31,Cheque,
TXN000374,ACC-G0202,ACC-G0086,6778.47,2026-05-12T13:54:10,Wire,
TXN000015,ACC-F006,ACC-G0200,3184.31,2026-05-12T13:58:17,Wire,
TXN000737,ACC-G0157,ACC-G0171,260.86,2026-05-12T14:28:15,Cash,
TXN000292,ACC-G0071,ACC-G0067,1155.59,2026-05-12T14:31:49,Wire,
TXN001015,ACC-V001,ACC-P001,3990.0,2026-05-12T14:48:00,ACH,victim-history
TXN000076,ACC-G0010,ACC-G0038,425.12,2026-05-12T15:15:28,Credit Card,
TXN000078,ACC-G0038,ACC-G0010,533.34,2026-05-12T15:36:28,Cheque,
TXN000014,ACC-F006,ACC-G0194,306.45,2026-05-12T16:05:58,ACH,
TXN000941,ACC-G0196,ACC-G0119,1062.89,2026-05-12T16:26:23,Credit Card,
TXN000169,ACC-G0139,ACC-G0031,890.17,2026-05-12T16:34:03,Cash,
TXN000269,ACC-G0053,ACC-G0062,713.59,2026-05-12T16:40:47,ACH,
TXN000030,ACC-G0003,ACC-G0135,31553.5,2026-05-12T17:15:37,Cheque,
TXN000091,ACC-G0014,ACC-G0057,319.15,2026-05-12T17:22:15,Credit Card,
TXN000342,ACC-G0084,ACC-G0149,1689.84,2026-05-12T17:26:48,Credit Card,
TXN000838,ACC-G0175,ACC-G0067,9924.68,2026-05-12T17:37:01,Wire,
TXN000477,ACC-G0107,ACC-G0051,3855.77,2026-05-12T18:22:31,Wire,
TXN000359,ACC-G0086,ACC-G0032,742.58,2026-05-12T18:32:25,Credit Card,
TXN000416,ACC-G0099,ACC-G0082,1607.93,2026-05-12T18:51:18,Cheque,
TXN000267,ACC-G0062,ACC-G0053,1458.04,2026-05-12T19:08:24,Wire,
TXN000994,ACC-G0206,ACC-G0166,165.62,2026-05-12T20:28:00,ACH,
TXN000008,ACC-F004,ACC-G0036,458.41,2026-05-12T22:19:40,Bitcoin,
TXN000777,ACC-G0159,ACC-G0028,1686.17,2026-05-12T22:49:54,ACH,
TXN001094,ACC-XF004,ACC-X002,108438.0,2026-05-12T23:08:00,ACH,stealth-in
TXN000216,ACC-G0042,ACC-G0106,1162.2,2026-05-13T01:26:24,Wire,
TXN000237,ACC-G0108,ACC-G0050,2333.04,2026-05-13T05:39:56,ACH,
TXN000129,ACC-P001,ACC-G0024,1333.36,2026-05-13T06:35:12,Cheque,
TXN000723,ACC-G0012,ACC-G0157,663.12,2026-05-13T06:41:05,Cheque,
TXN001096,ACC-XF006,ACC-X003,135346.0,2026-05-13T08:57:00,ACH,stealth-in
TXN000655,ACC-G0132,ACC-G0140,7170.49,2026-05-13T09:07:55,Wire,
TXN001155,ACC-X001,ACC-X003,41500.0,2026-05-13T09:20:00,ACH,stealth-chord
TXN000671,ACC-G0114,ACC-G0145,230.72,2026-05-13T09:58:42,Cheque,
TXN000533,ACC-G0081,ACC-G0120,1629.99,2026-05-13T10:28:49,Wire,
TXN000372,ACC-G0202,ACC-G0086,2147.3,2026-05-13T11:02:37,Credit Card,
TXN000690,ACC-G0150,ACC-G0149,182.65,2026-05-13T11:11:27,Credit Card,
TXN000097,ACC-G0076,ACC-G0016,1093.83,2026-05-13T11:11:31,Credit Card,
TXN000790,ACC-G0159,ACC-G0184,936.52,2026-05-13T11:18:22,Cheque,
TXN000401,ACC-G0093,ACC-G0030,1619.89,2026-05-13T11:29:17,Wire,
TXN000038,ACC-G0011,ACC-G0003,195.57,2026-05-13T12:06:20,Cheque,
TXN000505,ACC-G0111,ACC-G0065,2431.37,2026-05-13T12:12:33,ACH,
TXN000422,ACC-G0029,ACC-G0102,7902.16,2026-05-13T12:38:58,Credit Card,
TXN000132,ACC-G0032,ACC-G0025,717.69,2026-05-13T13:02:02,ACH,
TXN000277,ACC-G0065,ACC-G0135,14436.71,2026-05-13T13:40:45,Cheque,
TXN000130,ACC-G0024,ACC-P001,406.02,2026-05-13T13:48:35,ACH,
TXN000593,ACC-G0130,ACC-G0003,1767.62,2026-05-13T13:49:44,ACH,
TXN000240,ACC-G0052,ACC-G0200,2068.76,2026-05-13T14:22:22,Wire,
TXN000501,ACC-G0004,ACC-G0110,378.46,2026-05-13T14:33:18,Credit Card,
TXN000622,ACC-G0095,ACC-G0134,2769.36,2026-05-13T14:47:36,Credit Card,
TXN000725,ACC-G0157,ACC-G0012,7802.41,2026-05-13T15:19:44,Cheque,
TXN000706,ACC-G0155,ACC-G0188,738.15,2026-05-13T15:33:43,Cash,
TXN000885,ACC-G0029,ACC-G0183,4247.66,2026-05-13T15:45:24,Credit Card,
TXN000738,ACC-G0157,ACC-G0109,1835.19,2026-05-13T17:01:56,Cheque,
TXN000404,ACC-G0094,ACC-G0118,775.62,2026-05-13T17:39:01,Wire,
TXN000580,ACC-G0129,ACC-G0166,1318.37,2026-05-13T17:59:47,ACH,
TXN000546,ACC-G0121,ACC-G0053,3211.39,2026-05-13T18:14:16,ACH,
TXN001098,ACC-XF008,ACC-X004,102424.0,2026-05-13T18:46:00,ACH,stealth-in
TXN000344,ACC-G0085,ACC-P001,2432.8,2026-05-13T19:45:02,Cheque,
TXN000916,ACC-G0193,ACC-G0096,594.41,2026-05-13T19:47:38,Credit Card,
TXN000189,ACC-G0008,ACC-G0034,664.47,2026-05-13T20:35:20,Wire,
TXN000018,ACC-G0200,ACC-F006,8555.69,2026-05-13T21:51:35,Cheque,
TXN000828,ACC-G0136,ACC-G0171,422.39,2026-05-13T22:32:17,ACH,
TXN001085,ACC-T001,ACC-P001,6350.0,2026-05-14T00:35:00,ACH,ato-history
TXN001100,ACC-XF002,ACC-X005,122202.0,2026-05-14T03:35:00,ACH,stealth-in
TXN000192,ACC-G0034,ACC-G0008,1880.5,2026-05-14T06:55:14,Credit Card,
TXN000981,ACC-G0202,ACC-G0041,4750.33,2026-05-14T07:01:26,Credit Card,
TXN000230,ACC-G0098,ACC-G0048,6633.98,2026-05-14T07:06:16,ACH,
TXN000036,ACC-G0011,ACC-G0003,6053.46,2026-05-14T07:44:07,Wire,
TXN000656,ACC-G0080,ACC-G0140,1080.36,2026-05-14T07:56:15,Cheque,
TXN000819,ACC-G0124,ACC-G0170,626.94,2026-05-14T08:20:07,Cheque,
TXN000534,ACC-G0120,ACC-G0081,94.6,2026-05-14T08:54:01,ACH,
TXN001131,ACC-X001,ACC-X002,82053.28,2026-05-14T09:00:00,ACH,stealth-hop
TXN000548,ACC-G0121,ACC-G0058,1104.41,2026-05-14T09:04:11,ACH,
TXN000794,ACC-G0161,ACC-G0146,141.42,2026-05-14T09:29:45,Credit Card,
TXN000883,ACC-G0167,ACC-G0182,1239.24,2026-05-14T09:50:09,ACH,
TXN000490,ACC-G0159,ACC-G0108,138.84,2026-05-14T09:51:30,Wire,
TXN000395,ACC-G0129,ACC-G0090,3523.18,2026-05-14T10:02:35,Cheque,
TXN000284,ACC-G0068,ACC-G0025,962.03,2026-05-14T10:04:16,Credit Card,
TXN000542,ACC-G0121,ACC-G0074,2791.85,2026-05-14T10:19:00,ACH,
TXN000862,ACC-G0179,ACC-G0025,1489.25,2026-05-14T10:37:03,Cheque,
TXN000101,ACC-G0016,ACC-G0127,2525.59,2026-05-14T10:50:03,ACH,
TXN001132,ACC-X002,ACC-X003,74822.22,2026-05-14T11:00:00,ACH,stealth-hop
TXN000256,ACC-G0059,ACC-G0027,2643.54,2026-05-14T11:04:40,Wire,
TXN000839,ACC-G0175,ACC-G0077,2236.37,2026-05-14T11:22:26,Cheque,
TXN000041,ACC-G0097,ACC-G0003,248.28,2026-05-14T11:42:48,Cheque,
TXN000696,ACC-G0158,ACC-G0151,193.22,2026-05-14T11:51:18,ACH,
TXN000734,ACC-G0021,ACC-G0157,1775.73,2026-05-14T11:53:47,Credit Card,
TXN000171,ACC-G0031,ACC-G0139,375.68,2026-05-14T11:57:24,Cheque,
TXN001102,ACC-XF004,ACC-X006,129332.0,2026-05-14T13:24:00,ACH,stealth-in
TXN000519,ACC-G0122,ACC-G0115,943.34,2026-05-14T13:34:02,Cheque,
TXN001133,ACC-X003,ACC-X004,98802.58,2026-05-14T14:00:00,ACH,stealth-hop
TXN000496,ACC-G0182,ACC-G0108,591.86,2026-05-14T14:35:30,ACH,
TXN000707,ACC-G0131,ACC-G0156,8901.06,2026-05-14T14:41:54,ACH,
TXN000399,ACC-G0039,ACC-G0092,402.02,2026-05-14T16:06:54,Wire,
TXN000428,ACC-G0131,ACC-G0102,678.6,2026-05-14T17:33:06,ACH,
TXN000221,ACC-G0043,ACC-G0072,2704.74,2026-05-14T17:55:41,Bitcoin,
TXN000961,ACC-G0199,ACC-G0028,2105.84,2026-05-14T18:09:32,ACH,
TXN000308,ACC-G0161,ACC-G0077,4096.49,2026-05-14T18:25:31,ACH,
TXN000754,ACC-G0193,ACC-G0158,552.47,2026-05-14T18:31:55,Reinvestment,
TXN000925,ACC-G0121,ACC-G0196,1815.95,2026-05-14T19:07:31,Credit Card,
TXN000759,ACC-G0048,ACC-G0158,4407.45,2026-05-14T21:08:22,ACH,
TXN001016,ACC-V001,ACC-P002,5400.0,2026-05-14T22:15:00,ACH,victim-history
TXN001104,ACC-XF006,ACC-X007,106330.0,2026-05-14T23:13:00,ACH,stealth-in
TXN000094,ACC-G0082,ACC-G0015,62.47,2026-05-15T05:12:02,Wire,
TXN000597,ACC-G0038,ACC-G0131,418.18,2026-05-15T06:52:14,ACH,
TXN000034,ACC-G0087,ACC-G0003,1106.21,2026-05-15T07:05:20,Credit Card,
TXN001106,ACC-XF008,ACC-X008,119536.0,2026-05-15T09:02:00,ACH,stealth-in
TXN001135,ACC-X005,ACC-X006,87985.44,2026-05-15T10:00:00,ACH,stealth-hop
TXN000300,ACC-G0074,ACC-G0019,18821.39,2026-05-15T10:07:34,Cheque,
TXN000780,ACC-G0159,ACC-G0116,5444.02,2026-05-15T10:11:13,Credit Card,
TXN000161,ACC-G0028,ACC-G0040,1403.54,2026-05-15T10:25:43,Cheque,
TXN000366,ACC-G0076,ACC-G0086,214.33,2026-05-15T10:29:19,Credit Card,
TXN000156,ACC-G0008,ACC-G0027,965.91,2026-05-15T10:51:07,Cheque,
TXN000701,ACC-G0152,ACC-G0157,2907.99,2026-05-15T11:11:16,Wire,
TXN000625,ACC-G0134,ACC-G0030,3802.03,2026-05-15T11:19:49,Wire,
TXN000391,ACC-G0159,ACC-G0089,2089.17,2026-05-15T11:35:16,Cheque,
TXN000023,ACC-G0001,ACC-G0122,1942.23,2026-05-15T11:47:44,Cash,
TXN000670,ACC-G0145,ACC-G0174,587.4,2026-05-15T12:14:09,Wire,
TXN000025,ACC-G0186,ACC-G0002,3580.26,2026-05-15T12:15:54,Cheque,
TXN000465,ACC-G0105,ACC-G0185,942.16,2026-05-15T12:49:19,Cheque,
TXN000623,ACC-G0164,ACC-G0134,235.36,2026-05-15T12:56:02,Cash,
TXN000066,ACC-G0011,ACC-G0008,648.89,2026-05-15T13:39:10,Cheque,
TXN000658,ACC-G0080,ACC-G0140,1885.36,2026-05-15T13:51:30,Cash,
TXN001137,ACC-X003,ACC-X004,54620.22,2026-05-15T14:00:00,ACH,stealth-hop
TXN000249,ACC-G0003,ACC-G0055,1316.61,2026-05-15T14:27:06,Credit Card,
TXN000713,ACC-G0157,ACC-G0135,155.6,2026-05-15T15:04:40,Cheque,
TXN000788,ACC-G0159,ACC-G0108,4992.24,2026-05-15T15:05:32,Cheque,
TXN000630,ACC-G0182,ACC-G0134,1815.37,2026-05-15T15:05:33,Credit Card,
TXN000113,ACC-G0020,ACC-G0100,1007.71,2026-05-15T15:22:08,Cash,
TXN000258,ACC-G0028,ACC-G0059,206.13,2026-05-15T15:44:22,Wire,
TXN001134,ACC-X004,ACC-X005,71696.8,2026-05-15T16:00:00,ACH,stealth-hop
TXN000970,ACC-G0201,ACC-G0050,6266.35,2026-05-15T16:41:05,Wire,
TXN000614,ACC-G0052,ACC-G0134,439.12,2026-05-15T16:52:57,Credit Card,
TXN000498,ACC-G0182,ACC-G0108,432.65,2026-05-15T17:10:06,ACH,
TXN000938,ACC-G0004,ACC-G0196,2053.24,2026-05-15T17:31:46,Wire,
TXN000111,ACC-G0019,ACC-G0199,463.2,2026-05-15T17:35:08,Credit Card,
TXN000760,ACC-G0158,ACC-G0065,868.89,2026-05-15T18:47:37,ACH,
TXN000943,ACC-G0196,ACC-G0119,295.25,2026-05-15T21:33:50,Credit Card,
TXN000398,ACC-G0119,ACC-G0091,1812.88,2026-05-15T23:18:16,Cheque,
TXN001086,ACC-T001,ACC-T002,6540.0,2026-05-16T03:06:00,ACH,ato-history
TXN000921,ACC-G0017,ACC-G0195,3183.57,2026-05-16T03:28:37,ACH,
TXN000203,ACC-G0038,ACC-G0058,479.78,2026-05-16T06:00:44,ACH,
TXN000377,ACC-G0087,ACC-G0103,656.27,2026-05-16T06:40:37,Credit Card,
TXN000722,ACC-G0157,ACC-G0208,9277.0,2026-05-16T08:34:59,Reinvestment,
TXN000246,ACC-G0042,ACC-G0054,3242.08,2026-05-16T08:36:01,Wire,
TXN000187,ACC-G0044,ACC-G0034,956.71,2026-05-16T09:58:21,ACH,
TXN000931,ACC-G0196,ACC-G0143,2394.21,2026-05-16T10:13:35,ACH,
TXN001136,ACC-X002,ACC-X003,56616.76,2026-05-16T11:00:00,ACH,stealth-hop
TXN000383,ACC-G0197,ACC-G0087,554.88,2026-05-16T11:02:34,ACH,
TXN000287,ACC-G0069,ACC-G0014,2124.11,2026-05-16T11:58:09,ACH,
TXN001140,ACC-X007,ACC-X008,78684.2,2026-05-16T12:00:00,ACH,stealth-hop
TXN000870,ACC-G0180,ACC-G0197,6986.1,2026-05-16T12:26:59,Wire,
TXN000539,ACC-G0121,ACC-G0094,3305.89,2026-05-16T12:55:34,Cash,
TXN000618,ACC-G0082,ACC-G0134,249.76,2026-05-16T13:10:12,ACH,
TXN000339,ACC-G0084,ACC-G0156,5474.93,2026-05-16T13:42:16,ACH,
TXN000536,ACC-G0120,ACC-G0102,11270.31,2026-05-16T14:01:49,Cheque,
TXN001156,ACC-X003,ACC-X005,38900.0,2026-05-16T14:20:00,ACH,stealth-chord
TXN000049,ACC-G0035,ACC-G0004,958.67,2026-05-16T14:26:17,ACH,
TXN001138,ACC-X006,ACC-X007,87945.76,2026-05-16T15:00:00,ACH,stealth-hop
TXN000960,ACC-G0028,ACC-G0199,595.72,2026-05-16T15:28:44,Cash,
